Iteration,Train reward,Eval reward,TD loss,Epsiode
0,nan,-211.31374038466475,nan,0
100,-151.32899232031178,-211.31374038466475,nan,1
200,-122.68980672383901,-211.31374038466475,1.6533089309930802,2
300,-122.68980672383901,-211.31374038466475,1.7087992131710052,2
400,-110.99159685061072,-211.31374038466475,1.6431193926930427,3
500,-122.9599381292469,-320.25584166015943,1.4416119921207429,4
600,-163.40581458017758,-320.25584166015943,1.7087204372882843,6
700,-163.40581458017758,-320.25584166015943,1.6478279447555542,6
800,-155.36610036642028,-320.25584166015943,1.4080019304156304,7
900,-143.70018641195094,-320.25584166015943,1.4383902502059938,8
1000,-142.4452988703467,-98.22512378871322,1.6924888655543326,9
1100,-155.4675678414551,-98.22512378871322,1.5731249770522118,10
1200,-155.4675678414551,-98.22512378871322,1.3620622158050537,10
1300,-150.10674093788174,-98.22512378871322,1.5212760919332504,11
1400,-150.26879932707354,-98.22512378871322,1.276887578368187,12
1500,-148.614247755428,-33.68468470937019,1.4123257234692574,13
1600,-141.51452660339123,-33.68468470937019,1.4517873591184616,14
1700,-140.30242169245335,-33.68468470937019,1.4003030209243297,15
1800,-137.7087071291911,-33.68468470937019,1.2265475803613664,16
1900,-137.7087071291911,-33.68468470937019,1.486064029932022,16
2000,-133.3557903634137,-41.78658237336445,1.4530026006698609,17
2100,-127.24276633156296,-41.78658237336445,1.467621910572052,18
2200,-125.96831649380884,-41.78658237336445,1.513798423409462,19
2300,-123.48633713493966,-41.78658237336445,1.4143807390332221,20
2400,-122.05451193077279,-41.78658237336445,1.2939513659477233,21
2500,-122.1920646335777,-37.192372593102796,1.4015016554296016,22
2600,-124.26773223421233,-37.192372593102796,1.4398420421779157,23
2700,-124.25899585561531,-37.192372593102796,1.3588079351186753,24
2800,-124.25899585561531,-37.192372593102796,1.6137711521983147,24
2900,-112.71493028274276,-37.192372593102796,1.3223098270595073,25
3000,-112.71493028274276,-46.117926383706546,1.5763685216009617,25
3100,-105.9954504177937,-46.117926383706546,1.5299435092508793,27
3200,-105.9954504177937,-46.117926383706546,1.5462979954481124,27
3300,-108.37374368746605,-46.117926383706546,1.4108942599594594,28
3400,-103.58732587383629,-46.117926383706546,1.6302401262521744,29
3500,-103.58732587383629,-32.26934519803173,1.4249058577418328,29
3600,-100.79287747069968,-32.26934519803173,1.6778863897919656,30
3700,-97.24260378345623,-32.26934519803173,1.3673657169938087,31
3800,-97.24260378345623,-32.26934519803173,1.6520176681876182,31
3900,-97.0756640952487,-32.26934519803173,1.4410447964072228,32
4000,-97.0756640952487,-46.98107368602573,1.2364283180236817,32
4100,-97.0756640952487,-46.98107368602573,1.2864397311210631,32
4200,-96.39404289452611,-46.98107368602573,1.5886524698138238,33
4300,-98.18969649356498,-46.98107368602573,1.4436992147564889,34
4400,-98.18969649356498,-46.98107368602573,1.335497441291809,34
4500,-98.18969649356498,-16.938232809284763,1.296630343347788,34
4600,-95.62691684001005,-16.938232809284763,1.392209560573101,35
4700,-95.62691684001005,-16.938232809284763,1.3031123700737952,35
4800,-93.58664714967011,-16.938232809284763,1.3422916054725647,36
4900,-93.58664714967011,-16.938232809284763,1.3478271207213401,36
5000,-88.43045779021702,-25.749236272785417,1.5090684700012207,37
5100,-88.43045779021702,-25.749236272785417,1.2912366011738776,37
5200,-86.77186289302963,-25.749236272785417,1.24222766071558,38
5300,-82.64753942220041,-25.749236272785417,1.2236921945214272,39
5400,-82.64753942220041,-25.749236272785417,1.2337637794017793,39
5500,-82.4393065319612,-77.11139711163312,1.2660006365180017,40
5600,-82.4393065319612,-77.11139711163312,1.4057954522967337,40
5700,-82.4393065319612,-77.11139711163312,1.204622096568346,40
5800,-78.24159042691765,-77.11139711163312,1.206136904358864,41
5900,-78.24159042691765,-77.11139711163312,1.098516454398632,41
6000,-71.16117702599864,-18.657234624825175,1.2151017880439758,42
6100,-73.62463312952487,-18.657234624825175,1.2810507929325103,43
6200,-73.62463312952487,-18.657234624825175,1.327356863617897,43
6300,-73.62463312952487,-18.657234624825175,1.2811294470727443,43
6400,-64.77127691254282,-18.657234624825175,1.186967969238758,44
6500,-64.77127691254282,-48.13343317478753,1.1428530684113503,44
6600,-64.77127691254282,-48.13343317478753,1.1493890143930912,44
6700,-61.72282497542257,-48.13343317478753,1.180354183614254,45
6800,-61.72282497542257,-48.13343317478753,1.2168512906134128,45
6900,-61.72282497542257,-48.13343317478753,1.0359316632151603,45
7000,-55.56228347358778,-19.315070375136475,1.3546823143959046,46
7100,-55.56228347358778,-19.315070375136475,1.2261827051639558,46
7200,-55.56228347358778,-19.315070375136475,1.2570678997039795,46
7300,-53.43093285661355,-19.315070375136475,1.2650590100884438,47
7400,-53.43093285661355,-19.315070375136475,1.1616953337192535,47
7500,-46.842107549040556,-7.390389811731284,1.2124027574062348,48
7600,-46.842107549040556,-7.390389811731284,1.1012665331363678,48
7700,-46.842107549040556,-7.390389811731284,1.2746275708079338,48
7800,-45.92573475091825,-7.390389811731284,1.2652349427342415,49
7900,-45.92573475091825,-7.390389811731284,1.0416293521225453,49
8000,-45.92573475091825,-7.698090322206445,1.0381279549002647,49
8100,-35.485186754354615,-7.698090322206445,1.102506898343563,50
8200,-35.485186754354615,-7.698090322206445,1.0816435140371323,50
8300,-35.485186754354615,-7.698090322206445,0.9991586185991764,50
8400,-34.21802480970736,-7.698090322206445,1.2738937154412269,51
8500,-34.21802480970736,-27.86578559757038,1.1396817061305047,51
8600,-34.21802480970736,-27.86578559757038,1.104144048988819,51
8700,-25.97707028179161,-27.86578559757038,1.1859118247032165,52
8800,-25.97707028179161,-27.86578559757038,1.1355296850204468,52
8900,-25.97707028179161,-27.86578559757038,1.0027068683505058,52
9000,-21.059959425813332,7.76638044440242,1.1602241805195808,53
9100,-21.059959425813332,7.76638044440242,1.1630887001752854,53
9200,-21.059959425813332,7.76638044440242,0.8239367222785949,53
9300,-17.05451115791406,7.76638044440242,1.1432078558206558,54
9400,-17.05451115791406,7.76638044440242,0.9643739610910416,54
9500,-17.05451115791406,-8.15291302079314,0.9342779198288917,54
9600,-13.398323413428358,-8.15291302079314,0.9703154864907265,55
9700,-13.398323413428358,-8.15291302079314,0.9575713044404983,55
9800,-13.398323413428358,-8.15291302079314,0.8473447546362877,55
9900,-13.136947298011359,-8.15291302079314,0.8529054620862007,56
