Iteration,Train reward,Eval reward,TD loss,Epsiode
0,nan,-596.2029895832826,nan,0
100,nan,-596.2029895832826,nan,0
200,-180.34073601152534,-596.2029895832826,1.5700876986980439,1
300,-312.5590062044362,-596.2029895832826,1.3113034728169441,2
400,-285.13230699808435,-596.2029895832826,1.4888137367367744,4
500,-251.7830706568021,59.39623306420634,1.659558282494545,5
600,-233.84698903078174,59.39623306420634,1.4356399971246718,6
700,-213.21617215374025,59.39623306420634,1.660981004536152,7
800,-213.21617215374025,59.39623306420634,1.3157435637712478,7
900,-214.63782196781463,59.39623306420634,1.3304264897108078,8
1000,-214.12040889175725,7.060452548016625,1.361522786617279,9
1100,-199.88685796070334,7.060452548016625,1.315408007800579,10
1200,-200.8549434025397,7.060452548016625,1.2026213873922824,11
1300,-196.50290224213902,7.060452548016625,1.1696417409181594,12
1400,-190.77739558694242,7.060452548016625,1.161296802163124,13
1500,-184.20452317619737,3.7719101401187656,1.1056307825446128,14
1600,-172.02665617712248,3.7719101401187656,1.090532672703266,16
1700,-172.02665617712248,3.7719101401187656,0.9498788782954216,16
1800,-171.1047330301605,3.7719101401187656,0.8685020369291305,17
1900,-166.81335601893872,3.7719101401187656,0.990558518320322,18
2000,-172.6578292229139,-31.707501379204178,0.9827853448688983,19
2100,-177.28164050752838,-31.707501379204178,1.1158861806988716,20
2200,-177.28164050752838,-31.707501379204178,1.332090380191803,20
2300,-177.28164050752838,-31.707501379204178,1.2688555344939232,20
2400,-161.2532216540619,-31.707501379204178,1.2904556776583194,21
2500,-142.52239550332865,-26.472942011314466,1.1453442987799645,22
2600,-138.21355430936833,-26.472942011314466,1.038092072457075,23
2700,-129.40316008693128,-26.472942011314466,1.0375054059922695,24
2800,-129.40316008693128,-26.472942011314466,1.1490233927965163,24
2900,-143.41218195523035,-26.472942011314466,1.277233045399189,25
3000,-139.52988284043676,9.098669500374111,1.097434673309326,26
3100,-139.93076969619335,9.098669500374111,1.23140187561512,27
3200,-133.12717600578074,9.098669500374111,1.2119568349421024,28
3300,-132.29593922075023,9.098669500374111,1.028597465455532,29
3400,-132.29593922075023,9.098669500374111,1.3026006478071213,29
3500,-131.9675896898769,-19.156659332327955,0.9153317315876484,30
3600,-127.17585434147684,-19.156659332327955,1.1111839801073073,32
3700,-123.71992116327264,-19.156659332327955,1.0569694839417934,33
3800,-123.71992116327264,-19.156659332327955,1.1386823014914988,33
3900,-118.43011471070315,-19.156659332327955,1.0604305735230446,34
4000,-119.36319494682394,-39.387067551364495,1.206285229921341,35
4100,-119.36319494682394,-39.387067551364495,1.0703068795800208,35
4200,-115.27933727040757,-39.387067551364495,1.0927408672869205,36
4300,-115.27933727040757,-39.387067551364495,1.2862670049071312,36
4400,-111.88950227964838,-39.387067551364495,1.1425788052380086,37
4500,-107.88240074368454,-28.82243964563537,1.1647916720807552,38
4600,-107.88240074368454,-28.82243964563537,1.1069258174300194,38
4700,-100.78371719507119,-28.82243964563537,1.2335159386694432,39
4800,-92.37832025673814,-28.82243964563537,1.2119207356870174,40
4900,-92.37832025673814,-28.82243964563537,0.9638271145522594,40
5000,-104.62017864469878,-49.12675734187958,1.1309018594026565,41
5100,-106.023354768898,-49.12675734187958,1.0154404771327972,42
5200,-106.023354768898,-49.12675734187958,1.1621524059772492,42
5300,-106.023354768898,-49.12675734187958,1.1362720830738544,42
5400,-99.23426412015877,-49.12675734187958,1.057150631994009,43
5500,-99.23426412015877,-30.76903546697496,1.0511518803238868,43
5600,-99.23426412015877,-30.76903546697496,1.242111239284277,43
5700,-86.81836406200247,-30.76903546697496,1.1198082482814788,44
5800,-86.81836406200247,-30.76903546697496,1.2240961429476738,44
5900,-65.95138658982167,-30.76903546697496,1.2840395785868168,45
6000,-65.95138658982167,-14.935297434482555,1.1316979113221168,45
6100,-65.95138658982167,-14.935297434482555,0.9971363419294357,45
6200,-63.70262662936294,-14.935297434482555,0.9320605605840683,46
6300,-63.70262662936294,-14.935297434482555,1.1704187494516374,46
6400,-63.70262662936294,-14.935297434482555,1.0872114711999894,46
6500,-59.39279419691678,-41.13386392630731,0.9635706332325935,47
6600,-59.39279419691678,-41.13386392630731,1.0413868437707423,47
6700,-59.39279419691678,-41.13386392630731,1.132049295604229,47
6800,-55.18746261829004,-41.13386392630731,0.974316142052412,48
6900,-55.18746261829004,-41.13386392630731,1.0839302814006806,48
7000,-55.18746261829004,-54.7749977451622,1.1306334529817104,48
7100,-43.03183742076966,-54.7749977451622,1.0038802099227906,49
7200,-43.03183742076966,-54.7749977451622,0.9693338254094124,49
7300,-43.03183742076966,-54.7749977451622,0.9708621792495251,49
7400,-42.89726389949831,-54.7749977451622,1.1180113023519516,50
7500,-34.00602245143146,-10.123361347540289,1.0004756653308868,51
7600,-34.00602245143146,-10.123361347540289,1.002945287525654,51
7700,-34.00602245143146,-10.123361347540289,1.0256321808695794,51
7800,-22.907279192924953,-10.123361347540289,0.9761824616789818,52
7900,-22.907279192924953,-10.123361347540289,0.7585085316002369,52
8000,-22.907279192924953,-5.20703572259387,0.9419274534285068,52
8100,-21.02480662174543,-5.20703572259387,0.9566578969359398,53
8200,-21.02480662174543,-5.20703572259387,1.1229616650938987,53
8300,-21.02480662174543,-5.20703572259387,0.9883327868580818,53
8400,-20.493453133199285,-5.20703572259387,0.971117300093174,54
8500,-20.493453133199285,4.935868980371752,1.0497782257199288,54
8600,-20.493453133199285,4.935868980371752,0.7998385643959045,54
8700,-14.260161193944919,4.935868980371752,0.8803944405913353,55
