Iteration,Train reward,Eval reward,TD loss,Episode,Epsilon
0,nan,-21.0,nan,0,0.9
2500,-13.666666666666666,-21.0,nan,3,0.8994601079928001
5000,-16.2,-21.0,nan,5,0.8991003599280073
7500,-17.875,-21.0,nan,8,0.8985610075969009
10000,-18.727272727272727,-21.0,nan,11,0.8980219788124753
12500,-19.071428571428573,-21.0,nan,14,0.8974832733806412
15000,-19.3125,-21.0,nan,16,0.8971243159706199
17500,-19.526315789473685,-21.0,nan,19,0.8965861490287785
20000,-20.6,-21.0,nan,22,0.8960483049225265
22500,-20.65,-21.0,nan,24,0.8956899214424897
25000,-20.6,-21.0,0.03052675351500511,27,0.8951526149652493
27500,-19.6,-21.0,0.0019050625624367967,29,0.8947945897253679
30000,-19.5,-21.0,0.0010091861976252404,32,0.8942578203397251
32500,-19.4,-21.0,0.000881912568656844,35,0.8937213729513057
35000,-19.45,-21.0,0.0013840171000629197,37,0.8933639201509802
37500,-19.4,-21.0,0.0021268573575798657,40,0.8928280089954131
40000,-19.35,-21.0,0.0015184235417109448,42,0.8924709135049353
42500,-19.25,-21.0,0.0016577294214221183,45,0.8919355380462023
45000,-20.4,-21.0,0.001600805401976686,48,0.8914004837485037
47500,-20.55,-21.0,0.001261190642544534,50,0.8910439592110236
50000,-20.25,-20.666666666666668,0.0019508503481483785,52,0.8906875772690976
52500,-19.6,-20.666666666666668,0.0015579772960336413,55,0.89015327159812
55000,-19.5,-20.666666666666668,0.001739997784170555,58,0.8896192864464325
57500,-19.35,-20.666666666666668,0.0017181844834703952,60,0.8892634743166253
60000,-19.3,-20.666666666666668,0.0018640856564161369,62,0.8889078044974378
62500,-19.3,-20.666666666666668,0.0018547794072947,64,0.888552276931951
65000,-19.3,-20.666666666666668,0.0021430725941900164,67,0.8880192521849567
67500,-19.25,-20.666666666666668,0.00231342487531947,69,0.8876640800048529
70000,-19.15,-20.666666666666668,0.0024598505382891745,71,0.8873090498794142
72500,-19.95,-20.666666666666668,0.0027105733010102996,73,0.8869541617518244
75000,-19.95,-17.666666666666668,0.00352338717202656,75,0.8865994155652902
77500,-19.7,-17.666666666666668,0.004023258984670974,78,0.8860675623007881
80000,-19.75,-17.666666666666668,0.00445695742382668,80,0.8857131707185703
82500,-19.75,-17.666666666666668,0.005293532974319532,83,0.885181849094634
85000,-19.75,-17.666666666666668,0.0031748141295975074,85,0.8848278117622702
87500,-19.6,-17.666666666666668,0.003373759758542292,87,0.8844739160306778
90000,-19.65,-17.666666666666668,0.0033544504825840705,90,0.8839433378108535
92500,-19.8,-17.666666666666668,0.00262283256102819,92,0.8835897958334628
95000,-19.95,-17.666666666666668,0.00235975665244041,94,0.8832363952587213
97500,-20.25,-17.666666666666668,0.0027868767708423546,96,0.8828831360300736
100000,-20.3,-14.333333333333334,0.0033572816051309928,99,0.8823535120873688
102500,-19.3,-14.333333333333334,0.003041101667913608,102,0.881824205855479
105000,-19.15,-14.333333333333334,0.004142143851495348,104,0.8814715114461051
107500,-19.3,-14.333333333333334,0.00332719826255925,106,0.8811189581003872
110000,-19.3,-14.333333333333334,0.0036386568285524845,109,0.8805903924527531
112500,-19.25,-14.333333333333334,0.0030986396616208365,111,0.8802381915193878
115000,-19.2,-14.333333333333334,0.004193009490263648,113,0.8798861314523078
117500,-19.1,-14.333333333333334,0.0034425891807768495,116,0.8793583053527331
120000,-19.1,-14.333333333333334,0.003973157094442285,118,0.8790065972049241
122500,-20.0,-14.333333333333334,0.0030470440312637946,120,0.8786550297263062
125000,-20.35,-11.666666666666666,0.003278387019527145,123,0.8781279421400447
127500,-19.65,-11.666666666666666,0.0038014390924945474,126,0.8776011707430889
130000,-19.75,-11.666666666666666,0.004711836110218428,129,0.8770747153457628
132500,-19.75,-11.666666666666666,0.0030262738995952532,131,0.876723920542613
135000,-19.8,-11.666666666666666,0.0034800575830740855,133,0.8763732660433529
137500,-19.8,-11.666666666666666,0.0044068570656236265,135,0.8760227517918662
140000,-19.65,-11.666666666666666,0.004155699777184055,137,0.8756723777320595
142500,-19.6,-11.666666666666666,0.004260938353836536,140,0.8751470793791003
145000,-19.5,-11.666666666666666,0.004144792543665971,142,0.874797055553232
