Iteration,Train reward,Eval reward,TD loss,Episode,Epsilon
0,nan,-117.67874191068009,nan,0,0.99
100,-189.7802563192348,-117.67874191068009,15.24158763885498,6,0.9320653479069899
200,-173.5251065760792,-117.67874191068009,10.96432876586914,11,0.8863848717161291
300,-204.005612595875,-117.67874191068009,9.150803160667419,16,0.8429431933839266
400,-221.64759755946702,-117.67874191068009,9.099806084632874,22,0.7936142836436553
500,-252.69701269571328,-235.25344406022978,8.362531940937043,27,0.7547192872036325
600,-224.55718105876116,-235.25344406022978,7.507272772789001,33,0.7105532272722921
700,-195.9043015327067,-235.25344406022978,6.955502557754516,39,0.6689717585696803
800,-171.82341020656176,-235.25344406022978,5.997101771831512,42,0.6491026283684022
900,-113.44630927122527,-235.25344406022978,6.141010158061981,46,0.6235253948912
1000,-108.02757631371996,-259.4258438884265,5.963806252479554,51,0.5929664464014994
1100,-107.23692819657902,-259.4258438884265,6.08895307302475,55,0.5696012024771592
1200,-115.17254683617743,-259.4258438884265,5.726875054836273,58,0.5526834771623851
1300,-110.96148106343269,-259.4258438884265,5.512053339481354,60,0.5416850759668536
1400,-123.60070923018012,-259.4258438884265,4.944936804771423,63,0.525596487525562
1500,-132.30020478305158,-188.55294769283307,5.059986317157746,64,0.5203405226503064
1600,-124.38024520588212,-188.55294769283307,6.401972188949585,66,0.5099857462495653
1700,-118.8687613916946,-188.55294769283307,5.640670704841614,69,0.49483865960020695
1800,-119.77667156953687,-188.55294769283307,5.41126256942749,71,0.48499137027416284
1900,-124.02800421517777,-188.55294769283307,4.991680846214295,72,0.4801414565714212
2000,-116.88140910146899,-176.61622792385518,5.013837077617645,74,0.47058664158564995
2100,-105.59422908769497,-176.61622792385518,6.136446151733399,78,0.4520436502664754
2200,-101.3078381089337,-176.61622792385518,5.778238072395324,81,0.4386175018099108
2300,-81.21307935861797,-176.61622792385518,5.655714521408081,84,0.42559012338865465
2400,-88.64694781678922,-176.61622792385518,5.214702575206757,85,0.4213342221547681
2500,-93.16254184931354,-228.98259973108165,5.4269877886772155,86,0.41712087993322045
2600,-93.21485130392078,-228.98259973108165,6.783519942760467,88,0.40882017442254937
2700,-96.91684213972111,-228.98259973108165,5.803404061794281,89,0.4047319726783239
2800,-91.94214692139556,-228.98259973108165,5.116553838253021,90,0.40068465295154065
2900,-91.94214692139556,-228.98259973108165,5.777913839817047,90,0.40068465295154065
3000,-94.07691774291008,-114.14543714573281,5.312208137512207,92,0.392711028357805
3100,-94.63768208508888,-114.14543714573281,7.208906464576721,95,0.38104711810454983
3200,-92.68974003034691,-114.14543714573281,6.521951873302459,96,0.37723664692350434
3300,-91.2998426167549,-114.14543714573281,6.070202679634094,97,0.37346428045426927
3400,-91.2998426167549,-114.14543714573281,6.004804012775421,97,0.37346428045426927
3500,-88.88637139227133,-75.15978996905162,6.306965613365174,98,0.36972963764972655
3600,-79.31818280713296,-75.15978996905162,6.956005985736847,100,0.36237201786049694
3700,-76.98429170750259,-75.15978996905162,7.179901161193848,101,0.358748297681892
3800,-77.53450949404157,-75.15978996905162,6.3928141379356385,103,0.3516092065580223
3900,-77.53450949404157,-75.15978996905162,6.8853679728507995,103,0.3516092065580223
4000,-73.21259386196542,-109.96514926557401,7.415846991539001,105,0.34461218334751764
4100,-72.25880894479099,-109.96514926557401,8.253320820331574,108,0.334376856889913
4200,-72.25880894479099,-109.96514926557401,7.586087777614593,108,0.334376856889913
4300,-62.7662053105656,-109.96514926557401,7.080588939189911,109,0.33103308832101386
4400,-61.3813687210335,-109.96514926557401,7.154176068305969,110,0.3277227574378037
4500,-61.3813687210335,-153.0539172606782,7.161872556209564,110,0.3277227574378037
4600,-56.42770373016631,-153.0539172606782,7.955411612987518,111,0.3244455298634257
4700,-56.42770373016631,-153.0539172606782,8.284765894412994,111,0.3244455298634257
4800,-48.980425964850966,-153.0539172606782,7.965990166664124,112,0.3212010745647914
4900,-48.980425964850966,-153.0539172606782,7.95889146566391,112,0.3212010745647914
5000,-45.0519500856184,-119.95628573376618,7.983623297214508,113,0.3179890638191435
5100,-47.904431322142905,-119.95628573376618,8.336064050197601,116,0.30854447063465107
5200,-47.904431322142905,-119.95628573376618,9.481786358356477,116,0.30854447063465107
5300,-41.971227339969296,-119.95628573376618,8.820803382396697,117,0.30545902592830454
5400,-41.971227339969296,-119.95628573376618,8.314181156158448,117,0.30545902592830454
5500,-38.83478945720723,-133.48770139482073,8.624634104967118,118,0.3024044356690215
5600,-49.37773833948358,-133.48770139482073,9.104449772834778,119,0.29938039131233124
5700,-49.37773833948358,-133.48770139482073,8.822530369758606,119,0.29938039131233124
5800,-47.74366627541883,-133.48770139482073,9.458530340194702,122,0.2904884943099637
5900,-47.74366627541883,-133.48770139482073,7.693529012203217,122,0.2904884943099637
6000,-47.36677196584582,-21.37294185779994,8.411130475997926,124,0.2847077732731954
6100,-49.3633435417945,-21.37294185779994,9.455410935878753,125,0.28186069554046345
6200,-49.3633435417945,-21.37294185779994,9.518698546886444,125,0.28186069554046345
6300,-52.78016983483333,-21.37294185779994,8.718483164310456,126,0.2790420885850588
6400,-60.546719571629026,-21.37294185779994,8.493303771018981,127,0.2762516676992082
6500,-59.316286741444216,-133.05634694571594,8.14717925310135,128,0.27348915102221616
6600,-69.99690889313945,-133.05634694571594,8.812077794075012,130,0.26804671691687404
6700,-69.99690889313945,-133.05634694571594,7.905451600551605,130,0.26804671691687404
6800,-68.95555624017085,-133.05634694571594,8.622663362026215,131,0.2653662497477053
6900,-68.95555624017085,-133.05634694571594,9.115320763587953,131,0.2653662497477053
7000,-72.02574695910077,-74.11994500195485,9.017924206256867,132,0.2627125872502282
7100,-70.39534295209529,-74.11994500195485,9.98714248895645,133,0.2600854613777259
7200,-70.39534295209529,-74.11994500195485,7.736320350170136,133,0.2600854613777259
7300,-71.72890636443572,-74.11994500195485,9.458585438728333,134,0.2574846067639487
7400,-71.72890636443572,-74.11994500195485,7.912267739772797,134,0.2574846067639487
7500,-69.38101976026059,-76.27723135408769,8.452201473712922,135,0.2549097606963092
7600,-64.89563930394056,-76.27723135408769,8.261391367912292,136,0.2523606630893461
7700,-64.89563930394056,-76.27723135408769,8.581886084079743,136,0.2523606630893461
7800,-69.28929457062792,-76.27723135408769,8.857252748012543,137,0.24983705645845267
7900,-69.28929457062792,-76.27723135408769,8.485941679477692,137,0.24983705645845267
8000,-74.80456329147695,-71.50185036104236,8.30657577753067,138,0.24733868589386815
8100,-70.43295825332156,-71.50185036104236,10.053733043670654,139,0.24486529903492946
8200,-70.43295825332156,-71.50185036104236,8.35152235031128,139,0.24486529903492946
8300,-67.03176645466367,-71.50185036104236,9.66764630317688,140,0.24241664604458016
8400,-67.03176645466367,-71.50185036104236,8.692312774658204,140,0.24241664604458016
8500,-69.5042703384475,-80.6613705303666,7.412971105575561,141,0.23999247958413436
8600,-63.38596021207046,-80.6613705303666,8.449062104225158,142,0.23759255478829303
8700,-63.38596021207046,-80.6613705303666,8.298635594844818,142,0.23759255478829303
8800,-66.39470290002546,-80.6613705303666,8.356989266872406,143,0.2352166292404101
8900,-66.39470290002546,-80.6613705303666,7.852519590854644,143,0.2352166292404101
