Iteration,Train reward,Eval reward,TD loss,Epsiode
5300,-75.7269469440033,-6.153835826608446,1.3546103437244892,40
5400,-75.7269469440033,-6.153835826608446,1.2658594672381878,40
5500,-75.53142926450592,-1.9348992330987749,1.4297539088129998,41
5600,-69.70661995067647,-1.9348992330987749,1.579732664525509,42
5700,-69.70661995067647,-1.9348992330987749,1.4112229683995248,42
5800,-69.75646752159153,-1.9348992330987749,1.365417641699314,43
5900,-69.75646752159153,-1.9348992330987749,1.3669397635757923,43
6000,-69.75646752159153,-2.882501585170192,1.3178870090842247,43
6100,-60.99491832488601,-2.882501585170192,1.4891167265176772,44
6200,-60.99491832488601,-2.882501585170192,1.2776722902059554,44
6300,-58.76029312913507,-2.882501585170192,1.5277793204784393,45
6400,-58.76029312913507,-2.882501585170192,1.371448676288128,45
6500,-58.76029312913507,8.576996238770814,1.5603897348046303,45
6600,-54.15208025488473,8.576996238770814,1.436469147503376,46
6700,-54.15208025488473,8.576996238770814,1.4267748340964317,46
6800,-54.15208025488473,8.576996238770814,1.3674040853977203,46
6900,-47.34802847099436,8.576996238770814,1.3564074423909187,47
7000,-47.34802847099436,44.99314996604805,1.5249229195713996,47
7100,-47.34802847099436,44.99314996604805,1.2467261801660061,47
7200,-40.282511540062636,44.99314996604805,1.5549633687734603,48
7300,-40.282511540062636,44.99314996604805,1.2811358770728112,48
7400,-40.282511540062636,44.99314996604805,1.152073274254799,48
7500,-22.797803534715563,49.1637372889096,1.2949493557214737,49
7600,-22.797803534715563,49.1637372889096,1.14351347386837,49
7700,-22.797803534715563,49.1637372889096,1.3130870175361633,49
7800,-28.645935046426786,49.1637372889096,1.2591776496171951,50
7900,-28.645935046426786,49.1637372889096,1.3872173961997032,50
8000,-28.645935046426786,49.27760413304081,1.4972533804178239,50
8100,-27.04831366386869,49.27760413304081,1.349778175652027,51
8200,-27.04831366386869,49.27760413304081,1.5594449478387833,51
8300,-27.04831366386869,49.27760413304081,1.238228831589222,51
8400,-23.109529191364835,49.27760413304081,1.3923448526859283,52
8500,-23.109529191364835,73.43493879438583,1.26657996147871,52
8600,-23.109529191364835,73.43493879438583,1.2194223856925965,52
8700,-18.943467632321262,73.43493879438583,1.0173838257789611,53
8800,-18.943467632321262,73.43493879438583,1.2959597331285477,53
8900,-18.943467632321262,73.43493879438583,1.4443208172917366,53
9000,-12.981114022483903,88.38229106584268,1.3219806241989136,54
9100,-12.981114022483903,88.38229106584268,1.3299987548589707,54
9200,-12.981114022483903,88.38229106584268,1.1116047714650632,54
9300,-9.468236681175947,88.38229106584268,1.2508610102534294,55
9400,-9.468236681175947,88.38229106584268,1.2414869612455368,55
9500,-9.468236681175947,60.39323643226762,1.1479157882928848,55
9600,-2.8315558018462497,60.39323643226762,1.3731835967302322,56
9700,-2.8315558018462497,60.39323643226762,1.2744041785597802,56
9800,-2.8315558018462497,60.39323643226762,1.1138781839609146,56
9900,7.860074027010754,60.39323643226762,1.3011683061718942,57
