Iteration,Train reward,Eval reward,TD loss,Epsiode
0,nan,-656.7192199608595,nan,0
100,-83.19994767649578,-656.7192199608595,nan,1
200,-105.47359160669725,-656.7192199608595,1.3595340806245804,2
300,-100.08929600601675,-656.7192199608595,1.1808202451467513,3
400,-100.08929600601675,-656.7192199608595,1.8182505309581756,3
500,-85.17347345514172,-670.9352316476759,1.671515569984913,5
600,-84.9860319904824,-670.9352316476759,1.7891804748773574,6
700,-79.9634090500291,-670.9352316476759,1.873565911948681,7
800,-87.4429433230747,-670.9352316476759,1.3848308151960373,8
900,-96.9782449499925,-670.9352316476759,1.8125742648541927,9
1000,-98.98508813770005,-338.607069623784,1.891157430410385,10
1100,-102.13717244501161,-338.607069623784,1.5058407998085022,11
1200,-93.77702991066165,-338.607069623784,1.5794089151918889,13
1300,-93.77702991066165,-338.607069623784,1.917447480559349,13
1400,-130.23647672719207,-338.607069623784,1.8031926396489144,15
1500,-130.23647672719207,-204.9942754929165,1.7927405478060245,15
1600,-133.65620685162256,-204.9942754929165,2.1230603581666947,16
1700,-139.19649441991928,-204.9942754929165,1.8399388372898102,17
1800,-137.72268642904635,-204.9942754929165,1.820521284788847,18
1900,-133.03551108631243,-204.9942754929165,2.255218259692192,19
2000,-129.0380074386226,22.207347039105066,1.6727498711645603,20
2100,-132.97087792273257,22.207347039105066,1.8999510994553566,21
2200,-132.86214033809046,22.207347039105066,1.7537275387346745,22
2300,-132.86214033809046,22.207347039105066,1.939842577725649,22
2400,-134.04873069832348,22.207347039105066,1.3785981829464435,23
2500,-138.27883030915714,-12.720173582128895,1.9718827560544014,24
2600,-136.72084550269327,-12.720173582128895,2.039174084663391,25
2700,-136.61373428745557,-12.720173582128895,1.8672302506864071,26
2800,-141.21619370581317,-12.720173582128895,2.0216899718344212,27
2900,-136.86075470055002,-12.720173582128895,2.045595852583647,28
3000,-136.86075470055002,-16.737906569740915,1.8079088489711284,28
3100,-136.741055195515,-16.737906569740915,1.8819988362491131,29
3200,-132.91890551834462,-16.737906569740915,1.8590250670909882,30
3300,-127.28678521858885,-16.737906569740915,1.8743132700026035,31
3400,-127.28678521858885,-16.737906569740915,1.9545150895416736,31
3500,-126.56918438986217,-8.444810136730364,1.586660045683384,32
3600,-128.05660057971522,-8.444810136730364,1.675220696181059,33
3700,-128.05660057971522,-8.444810136730364,1.7330430753529071,33
3800,-101.40311534542305,-8.444810136730364,1.5154529154300689,34
3900,-97.6232946808929,-8.444810136730364,1.7105574233829974,35
4000,-92.69591559812424,-27.89078668928654,1.4602879911661149,36
4100,-92.69591559812424,-27.89078668928654,1.3961449210345744,36
4200,-83.5177381155273,-27.89078668928654,1.2886257655918598,37
4300,-81.44011605446889,-27.89078668928654,1.4902915392816067,38
4400,-81.44011605446889,-27.89078668928654,1.1777337870001794,38
4500,-80.66212017795505,7.606043538635241,1.3935402719676495,39
4600,-81.15643379426282,7.606043538635241,1.7148007962107659,40
4700,-76.14068154488709,7.606043538635241,1.4695572364330292,41
4800,-76.14068154488709,7.606043538635241,1.5887843362987042,41
4900,-76.14068154488709,7.606043538635241,1.8619471964240075,41
5000,-67.61408052505412,-12.176826370368884,1.2772399732470512,42
5100,-67.61408052505412,-12.176826370368884,1.394093341976404,42
5200,-67.61408052505412,-12.176826370368884,1.3583387382328511,42
5300,-57.645453255298364,-12.176826370368884,1.2144550341367721,43
5400,-57.645453255298364,-12.176826370368884,1.1445927466452122,43
5500,-57.645453255298364,-6.654513159221777,1.616009115576744,43
5600,-49.6278206187845,-6.654513159221777,1.516684575676918,44
5700,-49.6278206187845,-6.654513159221777,1.3359058786928655,44
5800,-49.6278206187845,-6.654513159221777,1.2348489409685135,44
5900,-43.073135364536924,-6.654513159221777,1.4227057978510858,45
6000,-43.073135364536924,-27.983229205679788,1.4792578622698784,45
6100,-41.07861112181311,-27.983229205679788,1.2740579997003079,46
6200,-41.07861112181311,-27.983229205679788,1.3222432494163514,46
6300,-41.07861112181311,-27.983229205679788,1.2290828096866608,46
6400,-34.16638082804433,-27.983229205679788,1.4561913350224496,47
6500,-34.16638082804433,58.81538453069301,1.2364786356687545,47
6600,-34.16638082804433,58.81538453069301,1.2657955688238145,47
6700,-25.818519289573537,58.81538453069301,1.590495324730873,48
6800,-25.818519289573537,58.81538453069301,1.3514830735325813,48
6900,-25.818519289573537,58.81538453069301,1.3023682634532452,48
7000,-13.595227214082183,62.36363037634599,1.5337382270395756,49
7100,-13.595227214082183,62.36363037634599,1.3588017854094505,49
7200,-13.595227214082183,62.36363037634599,1.3411394360661506,49
7300,-8.937995953896792,62.36363037634599,1.372275824546814,50
7400,-8.937995953896792,62.36363037634599,1.406460777670145,50
7500,-8.937995953896792,0.3888188344675882,1.5707906883955003,50
7600,-2.0420904511399116,0.3888188344675882,1.4377890968322753,51
7700,-2.0420904511399116,0.3888188344675882,1.3989057743549347,51
7800,-2.0420904511399116,0.3888188344675882,1.6451658514142036,51
7900,5.345427684956349,0.3888188344675882,1.7217169240117074,52
8000,5.345427684956349,61.5756228820955,1.585787751376629,52
8100,7.782539584611229,61.5756228820955,1.3516777831315994,53
8200,7.782539584611229,61.5756228820955,1.620769317150116,53
8300,7.782539584611229,61.5756228820955,1.4088474735617638,53
8400,15.910753647261913,61.5756228820955,1.7255727884173393,54
8500,15.910753647261913,37.671678135400114,1.6615956515073775,54
8600,15.910753647261913,37.671678135400114,1.331241652071476,54
8700,20.94525029093915,37.671678135400114,1.615163745880127,55
8800,20.94525029093915,37.671678135400114,1.7006972467899322,55
8900,20.94525029093915,37.671678135400114,1.6234535890817643,55
9000,29.404141829170918,55.350487861638825,1.4782847872376441,56
9100,31.913345144133796,55.350487861638825,1.5332497093081474,57
9200,31.913345144133796,55.350487861638825,1.6408923807740212,57
9300,31.913345144133796,55.350487861638825,1.4011283308267592,57
9400,39.26506612175352,55.350487861638825,1.482834712266922,58
9500,39.26506612175352,44.07659820040165,1.5669299390912057,58
9600,39.26506612175352,44.07659820040165,1.5957778838276864,58
9700,43.281319169580115,44.07659820040165,1.3674058333039283,59
9800,43.281319169580115,44.07659820040165,1.8509336662292482,59
9900,43.281319169580115,44.07659820040165,1.5955562162399293,59
