Iteration,Train reward,Eval reward,TD loss,Episode,Epsilon
0,nan,-366.6015717203305,nan,0,0.99
100,-164.0782554330449,-366.6015717203305,4.270417213439941,2,0.9702989999999999
200,-186.48383634195264,-366.6015717203305,2.6193428975343704,3,0.96059601
300,-229.9410413269234,-366.6015717203305,2.00572559222579,4,0.9509900498999999
400,-248.1047252982857,-366.6015717203305,1.7798630598187446,5,0.9414801494009999
500,-229.98598382562645,-596.6286435650011,1.609596486389637,6,0.9320653479069899
600,-234.395835615211,-596.6286435650011,1.7674687901139259,8,0.9135172474836407
700,-219.19391602618356,-596.6286435650011,1.8612626639008523,9,0.9043820750088043
800,-211.6092202260391,-596.6286435650011,1.7774045638740064,10,0.8953382542587163
900,-200.88035621023002,-596.6286435650011,2.2029058270156385,11,0.8863848717161291
1000,-196.29218154956666,-101.88038241984053,1.6625289292633534,12,0.8775210229989678
1100,-182.10862722425446,-101.88038241984053,1.7323527500033378,14,0.8600583546412883
1200,-174.8256829450733,-101.88038241984053,1.9703648430109024,15,0.8514577710948754
1300,-165.36391461519898,-101.88038241984053,1.6299226467311383,16,0.8429431933839266
1400,-164.66419139550874,-101.88038241984053,1.503441794961691,17,0.8345137614500874
1500,-162.6068617313971,-78.06074406200631,1.4636370584368705,18,0.8261686238355865
1600,-154.45689362255644,-78.06074406200631,1.806934474259615,19,0.8179069375972307
1700,-153.19148463868316,-78.06074406200631,1.730694534778595,20,0.8097278682212583
1800,-156.42681324817758,-78.06074406200631,1.5435245288163424,21,0.8016305895390458
1900,-150.54741894856193,-78.06074406200631,1.40330086492002,22,0.7936142836436553
2000,-156.40656742391812,-193.62328296166916,1.4292632414400577,23,0.7856781408072188
2100,-138.65533821614446,-193.62328296166916,1.5776613548398017,24,0.7778213593991465
2200,-126.92578196144242,-193.62328296166916,1.4191374637186527,25,0.7700431458051551
2300,-123.70372846215507,-193.62328296166916,1.4634137891232968,26,0.7623427143471035
2400,-123.70372846215507,-193.62328296166916,1.3549384681135417,26,0.7623427143471035
2500,-122.15984145469372,-196.53542954520736,1.405392487347126,27,0.7547192872036325
2600,-103.81642566148665,-196.53542954520736,1.5692603400349616,29,0.7397003733882802
2700,-100.38110085902593,-196.53542954520736,1.347123654484749,30,0.7323033696543974
2800,-100.38110085902593,-196.53542954520736,1.2680399937182665,30,0.7323033696543974
2900,-97.2318698707884,-196.53542954520736,1.2401246748864652,31,0.7249803359578534
